"level","position","tech_stack","experience","gender","company","company_size","work_type","city","currency","salary","raise_period"
"Senior","Back-end Developer","Go, Python","5 - 7 Yıl","Erkek","Startup","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","39.000 - 39.999","2"
"Middle","Back-end Developer",".Net","7 - 10 Yıl","Kadın","Yazılım Evi & Danışmanlık","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","34.000 - 34.999","2"
"Senior","Full Stack Developer",".Net, Angular, Flutter","12 - 14 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","27.000 - 27.999","1"
"Senior","Back-end Developer",".Net","7 - 10 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","43.000 - 43.999","1"
"Middle","Data Analyst","Java, .Net, Php, NodeJS, Go, Python, Kotlin, Swift, Objective C, C / C++, JavaScript | Html | Css, React, Vue, Angular, Flutter, React Native, Unity","1 - 3 Yıl","Erkek","Banka","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","26.000 - 26.999","3"
"Middle","Full Stack Developer","NodeJS, Go, JavaScript | Html | Css, React, Vue","3 - 5 Yıl","Erkek","E-Ticaret","250+","Remote","Ankara","₺ - Türk Lirası","57.000 - 57.999","2"
"Senior","Business Analyst ",".Net","7 - 10 Yıl","Kadın","Kurumsal","50 - 100 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","42.000 - 42.999","2"
"Middle","Full Stack Developer","Java, .Net, NodeJS, JavaScript | Html | Css, Angular","5 - 7 Yıl","Kadın","Banka","250+","Remote","İstanbul","₺ - Türk Lirası","30.000 - 30.999","2"
"Junior","Back-end Developer","Java","1 - 3 Yıl","Erkek","Outsource","50 - 100 Kişi","Remote","Ankara","₺ - Türk Lirası","36.000 - 36.999","4"
"Middle","Data Scientist","Python, C / C++","3 - 5 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","36.000 - 36.999","2"
"Middle","Full Stack Developer",".Net, Angular","1 - 3 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","Ankara","₺ - Türk Lirası","35.000 - 35.999","2"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css, Azure","10 - 12 Yıl","Erkek","Startup","5 - 10 Kişi","Remote","* ABD","$ - Dolar","7.000 - 7.999","1"
"Senior","Back-end Developer","Php","10 - 12 Yıl","Erkek","E-Ticaret","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","48.000 - 48.999","2"
"Junior","Game Developer","Unity","1 - 3 Yıl","Erkek","Oyun","10 - 20 Kişi","Ofis","İstanbul","₺ - Türk Lirası","26.000 - 26.999","2"
"Senior","Back-end Developer","Java, Php, NodeJS, Go, Python, JavaScript | Html | Css","10 - 12 Yıl","Erkek","E-Ticaret","20 - 50 Kişi","Remote","Ankara","₺ - Türk Lirası","49.000 - 49.999","2"
"Middle","Back-end Developer","Java","5 - 7 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Remote","İstanbul","₺ - Türk Lirası","40.000 - 40.999","2"
"Senior","Back-end Developer","Php","7 - 10 Yıl","Erkek","Startup","10 - 20 Kişi","Remote","İstanbul","₺ - Türk Lirası","44.000 - 44.999","1"
"Senior","Back-end Developer",".Net","7 - 10 Yıl","Kadın","Banka","50 - 100 Kişi","Remote","İzmir","₺ - Türk Lirası","45.000 - 45.999","2"
"Senior","Team / Tech Lead","NodeJS, Python","5 - 7 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","55.000 - 55.999","2"
"Middle","DevOps Engineer","Python","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","* Almanya","€ - Euro","3.000 - 3.999","1"
"Junior","Mobile Application Developer (Full Stack)","Flutter","1 - 3 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","17.000 - 17.999","1"
"Senior","Front-end Developer","JavaScript | Html | Css, Vue","10 - 12 Yıl","Erkek","Outsource","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","25.000 - 25.999","1"
"Middle","Back-end Developer",".Net","1 - 3 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Remote","İstanbul","₺ - Türk Lirası","20.000 - 20.999","1"
"Middle","Front-end Developer","JavaScript | Html | Css","1 - 3 Yıl","Erkek","Startup","5 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası","16.000 - 16.999","2"
"Junior","Mobile Application Developer (Full Stack)","Flutter","0 - 1 Yıl","Erkek","Kurumsal","20 - 50 Kişi","Ofis","Ankara","₺ - Türk Lirası","12.000 - 12.999","1"
"Senior","Front-end Developer","React","5 - 7 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","35.000 - 35.999","2"
"Junior","Full Stack Developer","Java, JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","Banka","250+","Remote","İstanbul","₺ - Türk Lirası","25.000 - 25.999","2"
"Senior","Full Stack Developer","Php, Go, Vue","10 - 12 Yıl","Erkek","Startup","20 - 50 Kişi","Ofis","Ankara","₺ - Türk Lirası","48.000 - 48.999","2"
"Middle","Embedded Software Developer","C / C++","3 - 5 Yıl","Erkek","Outsource","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","22.000 - 22.999","2"
"Junior","Full Stack Developer","Php, JavaScript | Html | Css","1 - 3 Yıl","Erkek","E-Ticaret","20 - 50 Kişi","Şu an remote ama hibrite döneceğiz.","İstanbul","₺ - Türk Lirası","17.000 - 17.999","3"
"Senior","Project Manager","Ms project Jira Confluence","10 - 12 Yıl","Kadın","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","46.000 - 46.999","1"
"Middle","Embedded Software Developer","C / C++","3 - 5 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Ofis","İstanbul","₺ - Türk Lirası","29.000 - 29.999","1"
"Senior","Mobile Application Developer (Full Stack)","React Native","5 - 7 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","Konya","₺ - Türk Lirası","42.000 - 42.999","2"
"Senior","Back-end Developer",".Net","7 - 10 Yıl","Erkek","Banka","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","35.000 - 35.999","2"
"Junior","Mobile Application Developer (Full Stack)","Flutter","0 - 1 Yıl","Erkek","Startup","1 - 5 Kişi","Ofis","İstanbul","₺ - Türk Lirası","11.000 - 11.999","2"
"Middle","Front-end Developer","Vue","1 - 3 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Remote","İzmir","₺ - Türk Lirası","25.000 - 25.999","2"
"Middle","Back-end Developer","NodeJS, Go","0 - 1 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","18.000 - 18.999","2"
"Junior","Back-end Developer","Java","1 - 3 Yıl","Erkek","Kurumsal","250+","Remote","Ankara","₺ - Türk Lirası","22.000 - 22.999","1"
"Senior","Full Stack Developer",".Net, NodeJS, JavaScript | Html | Css, React, Vue, Angular","10 - 12 Yıl","Erkek","Outsource","250+","Remote","İzmir","$ - Dolar","1.000 - 1.999","1"
"Middle","Back-end Developer","Php","3 - 5 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","22.000 - 22.999","2"
"Junior","Back-end Developer","Java","1 - 3 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","24.000 - 24.999","1"
"Senior","Back-end Developer","Php","10 - 12 Yıl","Erkek","Startup","5 - 10 Kişi","Remote","İzmir","₺ - Türk Lirası","25.000 - 25.999","2"
"Middle","Back-end Developer",".Net","3 - 5 Yıl","Erkek","Startup","10 - 20 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","24.000 - 24.999","1"
"Middle","Back-end Developer","Java, .Net","3 - 5 Yıl","Erkek","Outsource","20 - 50 Kişi","Ofis","Ankara","₺ - Türk Lirası","25.000 - 25.999","2"
"Senior","Software Architect",".Net, Go","12 - 14 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","58.000 - 58.999","2"
"Senior","Team / Tech Lead",".Net, Objective C, C / C++, JavaScript | Html | Css, React, Angular, Flutter, React Native","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Remote","Çanakkale","₺ - Türk Lirası","55.000 - 55.999","2"
"Senior","Back-end Developer",".Net","12 - 14 Yıl","Erkek","E-Ticaret","250+","Hibrit (Ofis + Remote)","* İngiltere","£ - Sterlin","3.000 - 3.999","1"
"Senior","Team / Tech Lead",".Net","5 - 7 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","45.000 - 45.999","2"
"Middle","Full Stack Developer","NodeJS","1 - 3 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","İzmir","₺ - Türk Lirası","41.000 - 41.999","1"
"Junior","Full Stack Developer",".Net, Angular","0 - 1 Yıl","Erkek","Startup","10 - 20 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","13.000 - 13.999","2"
"Senior","Mobile Application Developer (iOS)","Swift","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","* Polonya","€ - Euro","1.000 - 1.999","1"
"Senior","Software Development Manager / Engineering Manager","Python, C / C++, JavaScript | Html | Css","15 Yıl ve üzeri","Erkek","Startup","10 - 20 Kişi","Hibrit (Ofis + Remote)","Sakarya","₺ - Türk Lirası","74.000 - 74.999","2"
"Senior","Full Stack Developer",".Net, Angular","10 - 12 Yıl","Erkek","Kurumsal","250+","Şu an remote ama hibrite döneceğiz.","Ankara","₺ - Türk Lirası","54.000 - 54.999","1"
"Middle","Front-end Developer","Python","3 - 5 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","14.000 - 14.999","1"
"Junior","Game Developer","C / C++, Unity","0 - 1 Yıl","Kadın","Oyun","10 - 20 Kişi","Remote","Ankara","₺ - Türk Lirası","17.000 - 17.999","2"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css","3 - 5 Yıl","Erkek","Otomotiv","250+","Şu an remote ama hibrite döneceğiz.","İstanbul","₺ - Türk Lirası","35.000 - 35.999","2"
"Middle","Back-end Developer",".Net, JavaScript | Html | Css","3 - 5 Yıl","Erkek","Banka","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","32.000 - 32.999","2"
"Middle","Back-end Developer",".Net","1 - 3 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","23.000 - 23.999","1"
"Senior","Data Analyst","Sap","5 - 7 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","75.000 - 79.999","2"
"Middle","Front-end Developer","JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","30.000 - 30.999","4"
"Middle","Full Stack Developer","Java, Go, JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","E-Ticaret","250+","Remote","Ankara","₺ - Türk Lirası","44.000 - 44.999","3"
"Senior","Full Stack Developer","Java, Python, JavaScript | Html | Css, React","7 - 10 Yıl","Erkek","Banka","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","66.000 - 66.999","2"
"Senior","Full Stack Developer","Delphi","15 Yıl ve üzeri","Erkek","Kurumsal","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","50.000 - 50.999","2"
"Senior","Back-end Developer",".Net","7 - 10 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","47.000 - 47.999","1"
"Junior","Full Stack Developer","NodeJS, Python, JavaScript | Html | Css","1 - 3 Yıl","Erkek","Kurumsal","20 - 50 Kişi","Ofis","* Hollanda","€ - Euro","2.000 - 2.999","1"
"Junior","Back-end Developer",".Net","1 - 3 Yıl","Erkek","Startup","5 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası","14.000 - 14.999","2"
"Middle","Back-end Developer","Php","5 - 7 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","İzmir","₺ - Türk Lirası","35.000 - 35.999","2"
"Senior","QA Manager","Java, Python, Swift, JavaScript | Html | Css, React, Angular","15 Yıl ve üzeri","Kadın","Outsource","250+","Remote","İstanbul","₺ - Türk Lirası","48.000 - 48.999","2"
"Senior","Team / Tech Lead","Java, Php, NodeJS, Python, JavaScript | Html | Css, React","7 - 10 Yıl","Erkek","Startup","20 - 50 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","45.000 - 45.999","2"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css","3 - 5 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Remote","Antalya","₺ - Türk Lirası","23.000 - 23.999","2"
"Senior","Database Administrator (DBA)","Sql ","10 - 12 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","75.000 - 79.999","1"
"Senior","Team / Tech Lead","NodeJS, JavaScript | Html | Css, React, React Native","12 - 14 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","50.000 - 50.999","2"
"Senior","CTO","Java, .Net, NodeJS, Ruby, Kotlin, Swift","12 - 14 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Remote","İzmir","₺ - Türk Lirası","70.000 - 70.999","1"
"Junior","Product Owner","jira confluence ","1 - 3 Yıl","Kadın","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","14.000 - 14.999","2"
"Middle","Back-end Developer","NodeJS, Python","3 - 5 Yıl","Erkek","Startup","10 - 20 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","35.000 - 35.999","2"
"Middle","Mobile Application Developer (Android)","Kotlin","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","30.000 - 30.999","2"
"Senior","Full Stack Developer","Java, JavaScript | Html | Css","5 - 7 Yıl","Erkek","Banka","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","55.000 - 55.999","2"
"Senior","Software Architect","Java","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","80.000 - 84.999","1"
"Junior","Back-end Developer","Java","0 - 1 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","26.000 - 26.999","2"
"Middle","Embedded Software Developer","C / C++","5 - 7 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Ofis","Ankara","₺ - Türk Lirası","40.000 - 40.999","2"
"Senior","Back-end Developer","Java","3 - 5 Yıl","Erkek","Startup","50 - 100 Kişi","Hibrit (Ofis + Remote)","* İngiltere","£ - Sterlin","5.000 - 5.999","1"
"Junior","Back-end Developer","Java","0 - 1 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","15.000 - 15.999","2"
"Middle","QA / Automation","Java, Go, Angular","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Remote","* ABD","$ - Dolar","11.000 - 11.999","1"
"Middle","Full Stack Developer",".Net","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","İzmir","₺ - Türk Lirası","18.000 - 18.999","2"
"Middle","Full Stack Developer","Java, JavaScript | Html | Css","1 - 3 Yıl","Kadın","Banka","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","35.000 - 35.999","2"
"Junior","Back-end Developer","Kotlin","1 - 3 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","32.000 - 32.999","2"
"Middle","Mobile Application Developer (iOS)","Kotlin, Swift","5 - 7 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Hibrit (Ofis + Remote)","İstanbul","$ - Dolar","15.000 - 15.999","2"
"Junior","Full Stack Developer","Java, JavaScript | Html | Css","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Kocaeli","₺ - Türk Lirası","19.000 - 19.999","1"
"Middle","QA / Automation","Java, JavaScript | Html | Css","1 - 3 Yıl","Erkek","Startup","20 - 50 Kişi","Remote","Antalya","₺ - Türk Lirası","16.000 - 16.999","2"
"Senior","Software Architect",".Net, React","15 Yıl ve üzeri","Erkek","Banka","250+","Remote","İstanbul","₺ - Türk Lirası","47.000 - 47.999","1"
"Junior","Mobile Application Developer (iOS)","Swift, Objective C","0 - 1 Yıl","Kadın","Kurumsal","250+","Remote","Ankara","₺ - Türk Lirası","26.000 - 26.999","1"
"Senior","Full Stack Developer",".Net, JavaScript | Html | Css, Angular","15 Yıl ve üzeri","Erkek","Yazılım Evi & Danışmanlık","100 - 250 Kişi","Şu an remote ama hibrite döneceğiz.","İstanbul","₺ - Türk Lirası","29.000 - 29.999","1"
"Junior","Back-end Developer","Php, Go","1 - 3 Yıl","Erkek","Startup","10 - 20 Kişi","Remote","Mersin","₺ - Türk Lirası","16.000 - 16.999","1"
"Junior","Full Stack Developer","Php, Python, JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","E-Ticaret","10 - 20 Kişi","Remote","Karabük","₺ - Türk Lirası","12.000 - 12.999","1"
"Middle","Back-end Developer",".Net","1 - 3 Yıl","Erkek","Outsource","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","17.000 - 17.999","2"
"Senior","Full Stack Developer","Php, NodeJS, Go, Python, Vue","7 - 10 Yıl","Erkek","Startup","20 - 50 Kişi","Remote","Tekirdağ","₺ - Türk Lirası","40.000 - 40.999","2"
"Junior","Full Stack Developer","Python, JavaScript | Html | Css, Vue","0 - 1 Yıl","Erkek","Startup","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","16.000 - 16.999","2"
"Senior","Back-end Developer",".Net, JavaScript | Html | Css, React","7 - 10 Yıl","Erkek","Banka","250+","Remote","İstanbul","₺ - Türk Lirası","67.000 - 67.999","1"
"Junior","Back-end Developer","Java","0 - 1 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","12.000 - 12.999","2"
"Senior","Full Stack Developer","Java, JavaScript | Html | Css","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Ofis","Hatay","₺ - Türk Lirası","29.000 - 29.999","2"
"Middle","DevOps Engineer","Not applicable ","1 - 3 Yıl","Erkek","Yazılım Evi & Danışmanlık","250+","Remote","* ABD","$ - Dolar","8.000 - 8.999","1"
"Senior","Back-end Developer","Java","7 - 10 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","39.000 - 39.999","2"
"Junior","QA / Automation","Robot framework","1 - 3 Yıl","Kadın","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","26.000 - 26.999","2"
"Senior","Back-end Developer","Java","7 - 10 Yıl","Erkek","E-Ticaret","100 - 250 Kişi","Remote","Ankara","₺ - Türk Lirası","48.000 - 48.999","2"
"Senior","Game Developer","Java, .Net, NodeJS, JavaScript | Html | Css, React, Vue, Unity","10 - 12 Yıl","Erkek","Oyun","10 - 20 Kişi","Remote","İstanbul","₺ - Türk Lirası","36.000 - 36.999","1"
"Senior","Team / Tech Lead",".Net, React, Angular","10 - 12 Yıl","Erkek","Yazılım Evi & Danışmanlık","20 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası","35.000 - 35.999","2"
"Senior","Game Developer","Python, C / C++, Unity, Unreal","12 - 14 Yıl","Erkek","Oyun","100 - 250 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","60.000 - 60.999","2"
"Senior","Back-end Developer",".Net","5 - 7 Yıl","Erkek","Dijital / Reklam Ajansı","50 - 100 Kişi","Remote","İzmir","€ - Euro","2.000 - 2.999","1"
"Middle","Mobile Application Developer (iOS)","Swift","5 - 7 Yıl","Erkek","Yazılım Evi & Danışmanlık","50 - 100 Kişi","Remote","İstanbul","₺ - Türk Lirası","34.000 - 34.999","3"
"Junior","QA / Automation","Postman","1 - 3 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","22.000 - 22.999","3"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css, React","1 - 3 Yıl","Kadın","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","26.000 - 26.999","4"
"Senior","Team / Tech Lead","Kotlin, Swift, Objective C","7 - 10 Yıl","Erkek","Startup","20 - 50 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","65.000 - 65.999","2"
"Senior","Full Stack Developer",".Net","7 - 10 Yıl","Erkek","Banka","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","68.000 - 68.999","1"
"Middle","Full Stack Developer","Php, NodeJS, JavaScript | Html | Css, React, Vue, React Native","3 - 5 Yıl","Erkek","Dijital / Reklam Ajansı","5 - 10 Kişi","Ofis","Eskişehir ","₺ - Türk Lirası","15.000 - 15.999","1"
"Middle","Front-end Developer","Php, JavaScript | Html | Css","1 - 3 Yıl","Erkek","Outsource","5 - 10 Kişi","Şu an remote ama hibrite döneceğiz.","İstanbul","₺ - Türk Lirası","30.000 - 30.999","2"
"Senior","Database Administrator (DBA)","Php, Python","12 - 14 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","44.000 - 44.999","2"
"Senior","Full Stack Developer","Java, .Net, JavaScript | Html | Css, Angular","10 - 12 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","34.000 - 34.999","2"
"Senior","Full Stack Developer",".Net","1 - 3 Yıl","Kadın","Kurumsal","50 - 100 Kişi","Ofis","İstanbul","₺ - Türk Lirası","12.000 - 12.999","2"
"Middle","Game Developer","Unity","1 - 3 Yıl","Erkek","Oyun","10 - 20 Kişi","Ofis","İstanbul","₺ - Türk Lirası","25.000 - 25.999","1"
